가맹점명,업종,주소,행정구역,지역구분,이용건수구간,이용금액구간,월요일,화요일,수요일,목요일,금요일,토요일,일요일,5시11시(아침),12시13시(점심),14시17시(오후),18시22시(저녁),23시4시(새벽),현지인이용건수비중,남성,여성,20대이하,30대,40대,50대,60대이상,URL
막창상회용담본점,단품요리 전문,제주 제주시 용담이동 357-25번지,용담이동,제주,2,2,0,18.27,19.22,14.58,14.21,19.9,13.82,0,0,0.99,89.19,9.83,82.24,61.76,38.24,20.5,24.03,27.71,21.83,5.9,https://pcmap.place.naver.com/place/1801863646/home
혜선이네,가정식,제주 제주시 일도이동 161-21번지 혜선이네,일도이동,제주,1,2,13.4,17.87,17.78,14.51,24.18,12.26,0,0,0,0,100,0,82.26,63.99,36.01,13,27.29,30.21,23.1,6.39,https://pcmap.place.naver.com/place/21286178/home
원조우향해장국,단품요리 전문,제주 제주시 연동 299-4번지 1층,연동,제주,4,2,19.48,16.3,17.07,16.55,13.35,0,17.25,51.37,42.77,5.86,0,0,61.17,66.23,33.77,6.86,17.97,33.37,28.34,13.43,https://pcmap.place.naver.com/place/1924993565/home
블랙이쉬레드,단품요리 전문,제주 제주시 애월읍 유수암리 2915번지,애월읍,애월읍,4,3,17.08,16.16,14.73,14.14,13.57,24.32,0,15.8,36.47,47.68,0.06,0,43.36,40.08,59.93,22.97,35.88,20.93,14.84,5.37,https://pcmap.place.naver.com/place/1006189700/home
타무라,단품요리 전문,제주 제주시 조천읍 대흘리 1665-2번지 1층,조천읍,조천읍,4,4,17.76,17.27,0,0,17.3,22.05,25.61,6.82,37.45,24.22,31.5,0,51.46,46,54,10.89,32.79,32.67,14.61,9.05,https://pcmap.place.naver.com/place/525384203/home
심심포차,가정식,제주 제주시 이도이동 1136-15번지 1층,이도이동,제주,2,2,3.48,13.06,14.16,14.58,19.76,19.93,15.03,0,0,0.39,64.94,34.66,91.62,62.19,37.81,16.89,28.97,33.06,16.13,4.93,https://pcmap.place.naver.com/place/1884694989/home
한솥도시락제주대정문점,도시락,제주 제주시 아라이동 35-21번지 1층 한솥,아라이동,제주,5,3,18.14,17.19,15.78,15.99,13.33,12.75,6.81,27.81,30.28,21.77,20.14,0,68.94,61.51,38.49,33.74,18.34,19.88,23.2,4.86,https://pcmap.place.naver.com/place/1681973616/home
제제김밥,분식,제주 제주시 노형동 939-7번지,노형동,제주,6,4,16.51,17.92,16.54,14.98,16.03,18.03,0,64.93,23.8,11.27,0,0,69.58,42.73,57.27,7.88,24.38,38.49,22.6,6.6,
청운식당,가정식,제주 서귀포시 성산읍 성산리 192-2번지,성산읍,성산읍,3,4,10.33,16.73,14.95,14.32,12.81,14.17,16.7,13.11,34.41,28.32,24.16,0,2.42,49.8,50.2,14.47,20.58,28.1,24.45,12.38,https://pcmap.place.naver.com/place/16948056/home
봄봄 모슬포점,단품요리 전문,제주 서귀포시 대정읍 하모리 848-14번지 1층,대정읍,대정읍,5,2,13.69,13.32,14.46,14.26,15.06,14.23,14.98,34.63,24.56,24.4,16.41,0,64.08,58.08,41.92,13.84,25.63,36.22,19.89,4.43,https://pcmap.place.naver.com/place/1478594629/home
블루스카이,단품요리 전문,제주 제주시 연동 1484-1번지 2층,연동,제주,1,2,25.48,10.56,8.33,5.56,13.33,20.48,16.27,0,0,0,31.59,68.41,68.45,74.7,25.3,0,3.83,24.4,39.68,32.15,
동화로 연탄구이,가정식,제주 제주시 화북일동 18-4번지,화북일동,제주,2,3,18.51,4.6,13.15,11.79,17.96,16.47,17.52,0,0,2.29,96.14,1.57,81.84,65.18,34.82,8.66,25.26,38.11,21.15,6.84,
누나네,가정식,제주 제주시 노형동 735-2번지,노형동,제주,2,2,15.4,18.68,20.24,19.07,13.8,12.81,0,15.59,51.49,5.64,27.28,0,79.91,76.98,23.02,4.53,17.2,30.24,36.69,11.32,https://pcmap.place.naver.com/place/19652864/home
택이네해장국,단품요리 전문,제주 제주시 한림읍 한림리 1256-5번지 1층,한림읍,한림읍,3,2,17.29,16.21,18.29,14.85,0,14.04,19.32,62.94,31.87,5.19,0,0,45.19,65.75,34.25,12.3,22.11,28.51,24.06,13.04,https://pcmap.place.naver.com/place/1227605021/home
덕인당빵집제주점,베이커리,제주 제주시 오라이동 1203번지 1층,오라이동,제주,4,4,17.35,16.56,15.56,15.55,16.58,18.4,0,33.84,24.82,41.34,0,0,32.9,35.58,64.42,6.3,18.15,23.23,29.83,22.49,https://pcmap.place.naver.com/place/16727437/home
네네치킨대정점,치킨,제주 서귀포시 대정읍 하모리 2127-1번지 1층,대정읍,대정읍,2,1,0,14.71,23.53,11.76,32.35,5.88,11.76,0,0,17.65,73.53,8.82,57.31,52.4,47.6,12,19.3,35.8,22.9,9.9,https://pcmap.place.naver.com/place/37992044/home
민경이네어등포해녀촌,가정식,제주 제주시 구좌읍 행원리 102번지 1층,구좌읍,구좌읍,4,5,14.84,14.74,13.38,0,16.18,20.25,20.61,16.4,35.29,35.81,12.5,0,13.59,53.82,46.18,7.3,28.15,28.33,21.44,14.77,https://pcmap.place.naver.com/place/16878029/home
재혁이네국수,단품요리 전문,제주 제주시 이도이동 2034-5번지 1층,이도이동,제주,4,4,0.05,17.27,14.95,14.88,17.08,18.02,17.75,6.17,27.42,15.42,46.05,4.94,83.08,65.69,34.31,9.03,23.48,34.33,25.88,7.27,https://pcmap.place.naver.com/place/35696705/home
복닥키친,가정식,제주 제주시 노형동 746-7번지 1층,노형동,제주,3,1,16.61,0,18.89,17.43,14.34,15.55,17.17,5.6,45.04,13.81,35.55,0,69.8,47.65,52.35,23.17,27.86,26.62,17.46,4.87,https://pcmap.place.naver.com/place/1987065829/home
제주김만복김밥서귀포점,분식,제주 서귀포시 강정동 707-2번지 1층,강정동,서귀포,5,4,17.14,13.83,13.18,9.53,13.3,15.05,17.97,38.23,22.65,31.57,7.54,0,3.27,49.13,50.87,24.9,35.37,22.34,12.83,4.57,
우도맛집로뎀,가정식,제주 제주시 우도면 연평리 2515번지,우도면,우도면,3,3,13.08,13.99,11.36,12.94,12.05,17.76,18.81,12.04,38.52,38.81,10.63,0,5.54,50.8,49.21,32.95,35.6,18.18,9.92,3.34,https://pcmap.place.naver.com/place/31462263/home
은희네해장국표선점,단품요리 전문,제주 서귀포시 표선면 표선리 1806-1번지,표선면,표선면,4,4,16.43,13.61,14.69,0.18,17.25,18.32,19.51,63.53,31.31,5.16,0,0,38.01,68.38,31.62,6.48,17.49,33.85,27.34,14.8,https://pcmap.place.naver.com/place/1676194894/home
오아시스인제주,커피,제주 제주시 건입동 261번지 국립박물관 1층 전시관,건입동,제주,5,1,1.08,14.04,11.65,14.52,19.06,22.92,16.73,20.16,24.96,54.88,0,0,23.61,46.57,53.43,7.17,28.3,42.3,13.67,8.53,https://pcmap.place.naver.com/place/1170007812/home
백스비어 제주인제점,맥주/요리주점,제주 제주시 일도이동 49-3번지 1층,일도이동,제주,3,3,11.74,10.09,13.86,11.5,18.49,18.99,15.34,0,0,0,65.04,34.96,91.17,69.94,30.06,24.6,33.91,26.89,12.41,2.21,
중원반점,중식,제주 제주시 연동 271-24번지 1층,연동,제주,4,4,12.57,13,14.34,13.76,12.4,14.78,19.16,8.36,26.16,27.91,37.58,0,54.16,64.49,35.51,11.72,22.77,25.23,26.64,13.63,https://pcmap.place.naver.com/place/32164019/home
진대감,가정식,제주 제주시 노형동 2420번지 A동,노형동,제주,3,4,2.44,17.99,21.22,14.46,15.34,14.09,14.45,3.72,56.85,5.35,34.08,0,71,53.3,46.7,5.7,20.6,30.08,26.08,17.55,
테라도스,단품요리 전문,제주 제주시 애월읍 하가리 1607-3번지 1층 제1호,애월읍,애월읍,5,5,16.4,11.32,11.98,10.81,11.78,18.88,18.84,20.39,32.99,46.62,0,0,9.99,39.67,60.33,38.37,36.87,14.63,8.23,1.9,https://pcmap.place.naver.com/place/1618248387/home
연동상회,중식,제주 제주시 연동 272-3번지,연동,제주,2,4,12.28,15.66,17.92,12.01,10.61,17.35,14.17,0,0,1.08,88.93,10,24.84,61.28,38.72,17.99,25.37,20.55,22.54,13.56,https://pcmap.place.naver.com/place/1057318216/home
봉자네상점,커피,제주 제주시 구좌읍 월정리 109-1번지 1동,구좌읍,구좌읍,2,1,17.38,15.46,13.75,15.97,9.41,8.95,19.08,0.65,39.38,25.98,33.99,0,10.79,48.03,51.98,39.46,36.55,14.55,6.76,2.68,https://pcmap.place.naver.com/place/1099917791/home
성산갈치맛집,가정식,제주 서귀포시 성산읍 오조리 337번지 1층,성산읍,성산읍,4,6,16.07,12.72,12.6,11.66,14.23,18.81,13.92,9.41,30,28.87,31.71,0,2.25,56.48,43.52,11.44,25.34,26.32,22.78,14.14,https://pcmap.place.naver.com/place/1465526302/home
한양,단품요리 전문,제주 제주시 일도이동 109-21번지,일도이동,제주,1,1,20.95,16.49,14.65,8.64,9.01,17.28,12.99,1.96,19.21,12.2,66.62,0,86.83,59.27,40.73,9.83,23.48,30.28,25.45,10.95,
춘천명동닭갈비연동점,단품요리 전문,제주 제주시 연동 283-1번지,연동,제주,4,4,15.94,14.07,15.1,11.31,15.16,15.09,13.33,0,0,5.13,77.94,16.93,67.86,62.53,37.48,25.17,30.15,25.1,15.28,4.31,
월정리곳간,맥주/요리주점,제주 제주시 구좌읍 행원리 1482번지 1층,구좌읍,구좌읍,3,3,15.9,14.06,13.78,11.68,13.06,15.54,15.98,0,0,4.12,77.77,18.11,7.46,44.77,55.23,44.08,39.84,9.7,5.55,0.83,https://pcmap.place.naver.com/place/1102496484/home
서광로32길27,가정식,제주 제주시 이도이동 1767-17번지 1층,이도이동,제주,3,3,14.42,12.91,11.66,12.58,15.3,19.41,13.73,0,0,0,49.07,50.93,77.06,46.37,53.63,61.89,24.93,7.68,4.59,0.91,
육도담,단품요리 전문,제주 제주시 도남동 84-10번지,도남동,제주,3,5,11.78,12.66,12.41,12.42,16.86,16.62,17.26,0,0.16,10.74,88.99,0.1,53.4,58.89,41.11,26.55,36.27,19.9,13.68,3.61,https://pcmap.place.naver.com/place/1447897382/home
에이바우트커피 신라신성점,커피,제주 제주시 연동 253-5번지 신성오피스텔 1층,연동,제주,6,3,13.59,14.51,15.64,16.29,14.74,13.43,11.81,37.13,17.23,25.06,20.57,0,34.62,53.48,46.52,22.87,28.39,22.57,19.18,7.01,https://pcmap.place.naver.com/place/1705993684/home
밭디,단품요리 전문,제주 서귀포시 표선면 성읍리 2867번지 1층,표선면,표선면,6,5,15.32,14.43,8.23,13.41,13.17,18.35,17.09,20.43,31.52,47.97,0.08,0,9.26,49.31,50.69,11.23,55.24,25.68,3.92,3.93,https://pcmap.place.naver.com/place/1394510357/home
삼대전통고기국수,단품요리 전문,제주 제주시 연동 310-45번지,연동,제주,3,2,0,16.25,18.46,19.08,15.58,17.16,13.47,26.69,51.69,21.62,0,0,36.65,72.68,27.33,12.09,22.11,28.11,26.39,11.32,https://pcmap.place.naver.com/place/16830846/home
강연우동태찌개제주외도점,단품요리 전문,제주 제주시 외도일동 640-2번지 해마루풍경 101동 102호,외도일동,제주,3,3,14.94,16.8,12.47,13.65,11.51,10.44,20.19,12.03,31.19,20.38,36.4,0,83.56,62.39,37.61,1.94,11.8,38.45,33.67,14.13,https://pcmap.place.naver.com/place/1057596782/home
제주한잔 세화,가정식,제주 제주시 구좌읍 세화리 3642번지 1호,구좌읍,구좌읍,3,2,11.15,9.93,9.72,17.79,18.85,21.11,11.46,9.61,20.24,49.79,20.36,0,7.19,36.38,63.62,36.18,40.78,15.3,5.98,1.78,
설빙 제주아라점,아이스크림/빙수,제주 제주시 아라이동 3014-7번지 1층,아라이동,제주,4,3,12.46,11.41,12.39,11.5,12.26,19.68,20.29,2.21,12.84,30,54.55,0.4,86.69,45.1,54.9,13.2,23.14,36.56,19.9,7.2,https://pcmap.place.naver.com/place/35515778/home
촌뜨기화로구이,단품요리 전문,제주 제주시 도남동 68-6번지,도남동,제주,1,2,16.7,15.71,20.15,12.46,10.62,19.41,4.94,0,0,3.68,94.98,1.34,83.86,67.67,32.33,12.68,24.02,33.4,24.96,4.96,https://pcmap.place.naver.com/place/36296790/home
저팔계연탄구이,가정식,제주 제주시 조천읍 함덕리 1271번지,조천읍,조천읍,3,4,16.32,16.33,0,14.73,15.56,19.73,17.33,0,0,11.77,88.06,0.17,6.35,52.96,47.04,27.2,37.25,18.8,12.77,3.97,https://pcmap.place.naver.com/place/16885844/home
미풍해장국 아라점,단품요리 전문,제주 제주시 아라일동 6097-23번지 1층,아라일동,제주,3,2,3.85,17.31,13.46,9.62,9.62,23.08,23.08,40.38,38.46,5.77,15.38,0,76.27,71.5,28.5,7.3,19.1,40,24.2,9.5,
집의기록1,베이커리,제주 제주시 한림읍 귀덕리 951-1번지 1층,한림읍,한림읍,5,5,19.1,19.21,0,0,19.52,20.99,21.18,0.03,36.18,63.79,0,0,6.33,26.83,73.17,49.54,34.03,8.28,6.79,1.33,
삼매봉153,단품요리 전문,제주 서귀포시 서홍동 621번지,서홍동,서귀포,4,2,15.03,16.51,18.32,15.84,0,17.97,16.33,22.14,50.09,17.48,10.29,0,52.77,52.92,47.08,4.45,19.98,40.29,19.48,15.78,
백년가야밀면,단품요리 전문,제주 서귀포시 서귀동 146-3번지,서귀동,서귀포,3,2,15.11,3.26,16.85,15.72,13.05,14.35,21.67,10.95,51.24,22.36,15.46,0,54.03,61.79,38.21,9.32,19.53,27.47,27.3,16.39,https://pcmap.place.naver.com/place/32003645/home
가시식당,가정식,제주 서귀포시 표선면 가시리 1898-5번지,표선면,표선면,4,4,14.31,14.67,13.59,15.21,13.85,18.8,9.57,23.4,46.32,18.07,12.2,0,33.51,66.2,33.8,10.66,24.03,26.38,25.78,13.18,
에이바우트커피아라초점,커피,제주 제주시 아라일동 6103-7번지 1층,아라일동,제주,5,2,16.47,12.94,17.25,14.12,9.8,15.29,14.12,30.2,23.14,31.76,14.9,0,77.5,48.4,51.6,25,25,30.8,14.9,4.3,
주식회사 별위별,단품요리 전문,제주 제주시 한경면 신창리 1246-1번지 1층,한경면,한경면,4,3,16.33,12.17,11.85,12.25,12.55,17.11,17.74,17.17,24.4,51.38,7.04,0,9.21,47.01,52.99,17.07,26,22.31,22.93,11.7,
조마루뼈다귀함덕점,단품요리 전문,제주 제주시 조천읍 함덕리 1002-47번지,조천읍,조천읍,3,1,14.75,7.04,18.08,14.58,13.03,14.37,18.14,7.65,23.17,12.7,56.49,0,46.2,63.1,36.9,11.02,19.97,32.53,22.7,13.83,https://pcmap.place.naver.com/place/1953349764/home
난타오천서사로점,피자,제주 제주시 삼도일동 782-36번지 1층,삼도일동,제주,2,1,11.39,0.21,14.88,17.02,16.15,17.3,23.05,0,4.32,16.72,76.34,2.62,89.46,58.34,41.66,8.83,8.92,31.65,38.9,11.72,
연동대게회타운,단품요리 전문,제주 제주시 연동 303-34번지 1층,연동,제주,1,5,14.98,12.61,13.2,16.64,11.57,15.88,15.12,0,0,9.08,85.4,5.52,60.06,63.78,36.23,11.14,24.14,29.38,25.14,10.2,https://pcmap.place.naver.com/place/37842503/home
대한식당앤오태식해바라기치킨아라점,맥주/요리주점,제주 제주시 아라일동 6140-16번지 1층,아라일동,제주,2,1,7.98,15.28,15.75,18.66,13.37,17.68,11.28,0,0,8.35,65.25,26.4,77.48,70.86,29.14,16.52,21.54,25.4,31.1,5.36,
콜라,단품요리 전문,제주 제주시 한림읍 귀덕리 1028번지 1동 2층,한림읍,한림읍,4,2,15.88,2.34,16.92,13.72,14.57,17.67,18.89,19.75,29.94,48.54,1.77,0,7.63,55.91,44.09,36.38,35.86,17.33,8.33,2.08,https://pcmap.place.naver.com/place/37086204/home
대도식당연동점,가정식,제주 제주시 연동 303-7번지,연동,제주,3,3,12.37,8.03,15.7,13.25,15.66,14.93,20.06,23.18,31.16,9.72,35.94,0,56.15,69.56,30.44,2.91,16.1,28.13,32.87,19.99,https://pcmap.place.naver.com/place/38652500/home
산양산삼해물라면,분식,제주 제주시 이호일동 1785번지 1층,이호일동,제주,3,2,14.61,13.47,16.5,12.6,11.45,15.66,15.7,30.36,23.69,32.26,13.68,0,5.83,55.14,44.86,25.07,23.35,27.07,19.64,4.88,https://pcmap.place.naver.com/place/35248504/home
휴게편의마트,단품요리 전문,제주 제주시 구좌읍 월정리 산 41-15번지 구좌읍,구좌읍,구좌읍,5,3,13.9,12.18,9.18,15.41,13.59,18.09,17.65,20.35,28.54,51.1,0.02,0,4.93,56.71,43.29,18.26,22.78,32.94,17.12,8.89,
애월빵명장,베이커리,제주 제주시 애월읍 신엄리 2791-5번지 1층,애월읍,애월읍,5,4,17.69,10.85,13.09,8.96,12.65,17.32,19.44,26.6,16.8,42.62,13.98,0,19.08,45.35,54.65,8.2,18.9,30.25,28.85,13.8,
비에이치시 중문점,치킨,제주 서귀포시 색달동 2822-2번지 1층,색달동,서귀포,4,4,13.38,12.62,12.02,14.5,13.94,16.28,17.27,0.06,1.6,11.18,75.04,12.13,14.01,60.85,39.15,12.28,25.02,41.55,16.34,4.82,https://pcmap.place.naver.com/place/782189414/home
거멍국수,단품요리 전문,제주 서귀포시 안덕면 사계리 522-1번지 1층,안덕면,안덕면,4,4,15.52,0.72,16.29,16.08,15.59,17.27,18.53,20.13,37.09,34.7,8.08,0,7.6,58.94,41.06,18.76,30.56,23.94,18.4,8.34,https://pcmap.place.naver.com/place/36893711/home
오늘은춘봉이네,가정식,제주 서귀포시 서호동 1476-6번지,서호동,서귀포,3,3,15.38,19.43,16.34,17.99,16.94,13.91,0,0.33,14.49,5.31,79.87,0,58.77,57.47,42.53,13.4,20.83,33.66,23.79,8.33,https://pcmap.place.naver.com/place/1821069856/home
봉금펍,단품요리 전문,제주 서귀포시 서호동 1470-4번지,서호동,서귀포,2,2,13.78,11.11,13.81,16.36,15.79,12.95,16.2,0,0,0.62,76.94,22.44,58.91,69.39,30.61,8.87,20.29,41.17,24.73,4.93,https://pcmap.place.naver.com/place/36321762/home
도민상회월정점,가정식,제주 제주시 구좌읍 행원리 1537-20번지 1층,구좌읍,구좌읍,4,5,14.54,12.39,13.48,11.38,12.18,18.65,17.38,0.7,8.33,14.8,76.16,0,3.9,52.93,47.07,26.93,34.52,23.17,9.6,5.76,
푸른초장,가정식,제주 제주시 애월읍 소길리 155-18번지 1층,애월읍,애월읍,3,4,15.74,14.47,11.81,13.37,15.79,14.57,14.26,97.73,0,0,1.94,0.33,1.7,59.51,40.49,2.78,17.9,39.86,26.02,13.41,https://pcmap.place.naver.com/place/1059234146/home
키친요디,단품요리 전문,제주 제주시 화북일동 17-8번지 1층 화북 1동,화북일동,제주,3,3,18.68,16.77,17.93,15.18,15.19,16.25,0,0.32,47.17,23.15,29.36,0,66.08,45.76,54.24,27.69,35.05,22.68,10.96,3.62,https://pcmap.place.naver.com/place/1931506427/home
신시가지굽네치킨,치킨,제주 서귀포시 법환동 735-5번지 신시가지굽네치킨,법환동,서귀포,2,1,25.93,18.52,14.81,11.11,18.52,7.41,3.7,0,0,14.81,85.19,0,64.39,60.4,39.6,13.1,32.1,25.2,22.7,6.9,
중앙도서관 구내식당,구내식당/푸드코트,제주 서귀포시 강정동 176번지 지하1층,강정동,서귀포,3,1,23.16,14.53,17.4,20.04,0,24.87,0,18.63,41.32,22.55,17.51,0,62.5,55.9,44.1,6.73,26.96,36.5,20.38,9.37,
베이글림림,양식,제주 제주시 구좌읍 월정리 878번지 나동,구좌읍,구좌읍,4,2,9.64,8.71,13.02,13.06,13.32,20.1,22.14,46.6,25.36,28.05,0,0,16.96,26.73,73.27,33.08,37.81,18.64,7.54,2.93,
한라꽃돈,커피,제주 제주시 노형동 571-5번지,노형동,제주,2,2,18,18.16,18.72,19.63,14.96,10.52,0,8.86,62.13,10.06,18.94,0,55.09,65.9,34.1,2.7,10.73,36.05,31.3,19.23,https://pcmap.place.naver.com/place/1514079258/home
올레2번가갈비,단품요리 전문,제주 서귀포시 서귀동 321-1번지 1층,서귀동,서귀포,1,2,13.82,10.88,16.76,5.44,16.76,17.94,18.38,0,11.76,18.38,69.85,0,48.73,60.8,39.2,9.4,12.55,19.6,27.15,31.35,https://pcmap.place.naver.com/place/1090499200/home
일출회관,가정식,제주 제주시 조천읍 함덕리 1002-47번지 1층,조천읍,조천읍,1,1,14.57,13,17.89,11.43,9.82,24.35,8.94,0,0,0,56.95,43.05,46.61,70.29,29.71,24.23,39.2,27.81,5.61,3.17,
우가네한우짝갈비살,단품요리 전문,제주 제주시 노형동 944-17번지,노형동,제주,2,4,17.09,16.49,16.63,19.13,12.59,15.2,2.87,0,0,3.54,77.64,18.82,66.43,65.24,34.76,10.9,25.36,34.92,21.86,6.97,https://pcmap.place.naver.com/place/1128200291/home
모앙,단품요리 전문,제주 제주시 노형동 739번지,노형동,제주,4,3,17.71,16.89,17.43,15.19,16.42,15.64,0.72,8.59,36.15,50.9,4.36,0,79.26,27.2,72.8,26.89,45.05,19.93,6.38,1.72,
네거리올레,베이커리,제주 서귀포시 서귀동 275-37번지,서귀동,서귀포,6,5,14.59,13.06,13.34,12.62,14.65,16.12,15.62,1.46,9.58,37.3,51.66,0,2.14,52.22,47.78,23.16,30.97,25.58,15.35,4.98,https://pcmap.place.naver.com/place/1914885142/home
투썸플레이스제주애월하귀점,커피,제주 제주시 애월읍 하귀1리 275번지,애월읍,애월읍,5,3,12.95,11.29,11.74,13.63,14.42,17.18,18.79,20.34,26.91,38.74,14.01,0,35.7,44.68,55.32,17.73,31.26,29.38,16.02,5.63,https://pcmap.place.naver.com/place/1549505130/home
연동누룽지,가정식,제주 제주시 연동 1481-5번지,연동,제주,3,3,19.05,19.37,16.49,16.64,13.68,14.77,0,5.64,43.78,9.74,40.84,0,66.7,51.68,48.32,3.43,12.42,25.72,35.37,23.08,
미드나잇제주,가정식,제주 서귀포시 안덕면 서광리 산 35-16번지 F002호,안덕면,안덕면,3,4,14.16,17.7,0,13.8,16.23,20.78,17.32,0,0,0,87.18,12.82,5,55.49,44.51,12.12,34.52,42.09,8.97,2.26,
춤추는돼지 본점,단품요리 전문,제주 제주시 도두일동 2622-2번지 1층,도두일동,제주,2,3,8.19,15.51,11.98,8.86,19.72,20.01,15.72,0.47,1.89,7.56,82.99,7.1,81.12,67.56,32.44,13.91,30.76,35.94,15.91,3.48,
이어돈가,단품요리 전문,제주 제주시 한림읍 협재리 1592-2번지 1층,한림읍,한림읍,2,3,11.95,15,13.07,13.37,15.3,19.7,11.62,0,6.22,19.05,74.4,0.32,3.25,54.82,45.18,25.35,32.45,27.06,9.37,5.79,
재벌식당,단품요리 전문,제주 제주시 연동 1965-4번지 신광아파트 106호,연동,제주,3,3,15.19,14.62,13.96,14.8,12.85,14.43,14.15,70.8,28.81,0.39,0,0,28.44,71.04,28.96,16.74,39.03,23.73,14.4,6.1,
뷰스트,단품요리 전문,"제주 서귀포시 안덕면 사계리 2147-2번지 지하1,1-3층",안덕면,안덕면,5,5,13.9,12.62,12.96,12.52,13.53,17.67,16.79,13.84,27.34,46.75,12.06,0,11.39,44.41,55.59,33.04,29.26,17.68,14.75,5.28,https://pcmap.place.naver.com/place/1106105460/home
우화,단품요리 전문,제주 서귀포시 강정동 1999번지 츨,강정동,서귀포,1,3,19.05,9.52,13.57,17.38,14.52,6.19,19.76,0,0,0,100,0,54.77,53.34,46.66,7.82,31.24,33.72,16.92,10.3,https://pcmap.place.naver.com/place/1938011368/home
제원삼계탕,단품요리 전문,제주 제주시 연동 261-60번지,연동,제주,2,1,1.41,20.78,17.7,12.69,16.65,11.15,19.62,3.83,15.09,38.96,42.12,0,72.16,57.87,42.13,8.1,13.6,19.37,31.6,27.33,https://pcmap.place.naver.com/place/16823890/home
